,Pickup_Point,Status,Request_Timestamp,Drop_Timestamp,Date
955,Airport,Trip Completed,2016-07-15 15:17:13,2016-07-15 16:06:54,2016-07-15
956,City,Trip Completed,2016-07-15 18:00:40,2016-07-15 18:46:03,2016-07-15
957,Airport,Trip Completed,2016-11-07 05:08:00,2016-11-07 06:09:00,2016-11-07
958,City,Trip Completed,2016-11-07 07:53:00,2016-11-07 08:55:00,2016-11-07
959,City,Trip Completed,2016-11-07 17:57:00,2016-11-07 18:42:00,2016-11-07
960,Airport,Trip Completed,2016-11-07 23:11:00,2016-12-07 00:14:00,2016-11-07
961,Airport,Trip Completed,2016-07-13 09:52:49,2016-07-13 10:33:38,2016-07-13
962,City,Trip Completed,2016-07-14 18:14:26,2016-07-14 19:20:18,2016-07-14
963,City,Trip Completed,2016-07-14 23:42:23,2016-07-15 00:17:24,2016-07-14
964,Airport,Trip Completed,2016-07-15 21:49:41,2016-07-15 22:28:38,2016-07-15
965,City,Trip Completed,2016-11-07 03:22:00,2016-11-07 03:57:00,2016-11-07
966,Airport,Trip Completed,2016-11-07 05:01:00,2016-11-07 05:38:00,2016-11-07
967,City,Trip Completed,2016-11-07 06:08:00,2016-11-07 06:47:00,2016-11-07
968,City,Trip Completed,2016-11-07 09:40:00,2016-11-07 11:01:00,2016-11-07
969,Airport,Trip Completed,2016-12-07 06:10:00,2016-12-07 07:12:00,2016-12-07
970,City,Trip Completed,2016-12-07 17:59:00,2016-12-07 19:00:00,2016-12-07
971,City,Trip Completed,2016-07-14 00:13:43,2016-07-14 00:47:55,2016-07-14
972,City,Trip Completed,2016-07-14 07:36:53,2016-07-14 08:16:29,2016-07-14
973,Airport,Trip Completed,2016-07-15 08:54:03,2016-07-15 10:05:53,2016-07-15
974,City,Trip Completed,2016-11-07 12:28:00,2016-11-07 12:56:00,2016-11-07
975,Airport,Trip Completed,2016-12-07 04:53:00,2016-12-07 05:40:00,2016-12-07
976,City,Trip Completed,2016-12-07 19:15:00,2016-12-07 20:02:00,2016-12-07
977,Airport,Trip Completed,2016-12-07 21:35:00,2016-12-07 22:42:00,2016-12-07
978,Airport,Trip Completed,2016-07-13 12:29:20,2016-07-13 13:09:40,2016-07-13
979,City,Trip Completed,2016-07-13 22:08:13,2016-07-13 23:22:35,2016-07-13
980,City,Trip Completed,2016-07-14 09:16:24,2016-07-14 10:16:38,2016-07-14
981,City,Trip Completed,2016-07-15 21:42:04,2016-07-15 22:19:18,2016-07-15
982,Airport,Trip Completed,2016-11-07 08:09:00,2016-11-07 09:16:00,2016-11-07
983,Airport,Trip Completed,2016-11-07 23:23:00,2016-11-07 23:58:00,2016-11-07
984,City,Trip Completed,2016-12-07 09:33:00,2016-12-07 10:43:00,2016-12-07
985,City,Trip Completed,2016-12-07 18:33:00,2016-12-07 19:22:00,2016-12-07
986,Airport,Trip Completed,2016-07-13 09:52:22,2016-07-13 10:28:33,2016-07-13
987,City,Trip Completed,2016-07-14 22:09:50,2016-07-14 22:46:06,2016-07-14
988,City,Trip Completed,2016-07-15 05:17:46,2016-07-15 06:01:41,2016-07-15
989,City,Trip Completed,2016-07-15 09:04:30,2016-07-15 09:53:01,2016-07-15
990,Airport,Trip Completed,2016-07-15 19:49:10,2016-07-15 20:34:01,2016-07-15
991,Airport,Trip Completed,2016-07-15 22:58:01,2016-07-15 23:59:35,2016-07-15
992,Airport,Trip Completed,2016-12-07 15:02:00,2016-12-07 15:36:00,2016-12-07
993,Airport,Trip Completed,2016-07-13 20:03:45,2016-07-13 20:57:08,2016-07-13
994,City,Trip Completed,2016-07-14 09:01:49,2016-07-14 10:05:11,2016-07-14
995,Airport,Trip Completed,2016-07-14 20:29:19,2016-07-14 21:38:20,2016-07-14
996,City,Trip Completed,2016-07-15 20:49:25,2016-07-15 21:27:36,2016-07-15
997,City,Trip Completed,2016-11-07 09:48:00,2016-11-07 10:55:00,2016-11-07
998,City,Trip Completed,2016-12-07 09:45:00,2016-12-07 10:20:00,2016-12-07
999,Airport,Trip Completed,2016-07-13 05:31:53,2016-07-13 06:39:33,2016-07-13
1000,Airport,Trip Completed,2016-07-14 23:50:28,2016-07-15 00:39:55,2016-07-14
1001,Airport,Trip Completed,2016-07-15 10:04:16,2016-07-15 10:54:15,2016-07-15
1002,Airport,Trip Completed,2016-11-07 05:36:00,2016-11-07 06:46:00,2016-11-07
1003,City,Trip Completed,2016-11-07 20:18:00,2016-11-07 20:55:00,2016-11-07
1004,Airport,Trip Completed,2016-12-07 08:44:00,2016-12-07 09:19:00,2016-12-07
1005,Airport,Trip Completed,2016-12-07 19:55:00,2016-12-07 20:50:00,2016-12-07
1006,Airport,Trip Completed,2016-07-13 01:22:32,2016-07-13 02:35:10,2016-07-13
1007,City,Trip Completed,2016-07-13 07:07:32,2016-07-13 08:08:45,2016-07-13
1008,City,Trip Completed,2016-07-13 23:31:47,2016-07-14 00:14:14,2016-07-13
1009,City,Trip Completed,2016-07-14 13:52:36,2016-07-14 14:29:40,2016-07-14
1010,Airport,Trip Completed,2016-07-14 20:21:02,2016-07-14 21:16:51,2016-07-14
1011,City,Trip Completed,2016-07-15 05:46:37,2016-07-15 06:40:01,2016-07-15
1012,Airport,Trip Completed,2016-07-15 07:50:35,2016-07-15 08:58:39,2016-07-15
1013,City,Trip Completed,2016-07-15 10:16:24,2016-07-15 11:06:42,2016-07-15
1014,City,Trip Completed,2016-07-15 18:25:54,2016-07-15 19:07:36,2016-07-15
1015,Airport,Trip Completed,2016-07-15 22:45:03,2016-07-16 00:02:06,2016-07-15
1016,Airport,Trip Completed,2016-11-07 09:40:00,2016-11-07 10:38:00,2016-11-07
1017,Airport,Trip Completed,2016-11-07 20:37:00,2016-11-07 21:29:00,2016-11-07
1018,City,Trip Completed,2016-12-07 05:16:00,2016-12-07 05:58:00,2016-12-07
1019,City,Trip Completed,2016-07-13 10:39:32,2016-07-13 11:39:21,2016-07-13
1020,City,Trip Completed,2016-07-14 02:10:33,2016-07-14 03:05:32,2016-07-14
1021,Airport,Trip Completed,2016-07-14 05:18:01,2016-07-14 06:01:38,2016-07-14
1022,City,Trip Completed,2016-07-14 16:16:30,2016-07-14 17:31:10,2016-07-14
1023,Airport,Trip Completed,2016-07-14 18:02:51,2016-07-14 19:01:55,2016-07-14
1024,City,Trip Completed,2016-11-07 02:36:00,2016-11-07 03:03:00,2016-11-07
1025,Airport,Trip Completed,2016-11-07 05:36:00,2016-11-07 06:10:00,2016-11-07
1026,Airport,Trip Completed,2016-11-07 17:30:00,2016-11-07 18:19:00,2016-11-07
1027,Airport,Trip Completed,2016-11-07 19:59:00,2016-11-07 20:38:00,2016-11-07
1028,City,Trip Completed,2016-12-07 20:53:00,2016-12-07 21:33:00,2016-12-07
1029,City,Trip Completed,2016-07-13 08:58:47,2016-07-13 09:28:32,2016-07-13
1030,City,Trip Completed,2016-07-13 11:37:32,2016-07-13 12:14:07,2016-07-13
1031,Airport,Trip Completed,2016-07-13 18:40:02,2016-07-13 19:13:36,2016-07-13
1032,City,Trip Completed,2016-07-14 04:51:03,2016-07-14 05:50:07,2016-07-14
1033,City,Trip Completed,2016-07-14 07:29:29,2016-07-14 08:28:35,2016-07-14
1034,City,Trip Completed,2016-07-14 11:44:26,2016-07-14 12:41:11,2016-07-14
1035,City,Trip Completed,2016-07-14 15:19:35,2016-07-14 16:11:37,2016-07-14
1036,City,Trip Completed,2016-07-14 17:39:27,2016-07-14 18:44:26,2016-07-14
1037,City,Trip Completed,2016-07-15 17:25:23,2016-07-15 18:19:03,2016-07-15
1038,City,Trip Completed,2016-11-07 06:31:00,2016-11-07 07:17:00,2016-11-07
1039,Airport,Trip Completed,2016-11-07 23:25:00,2016-12-07 00:32:00,2016-11-07
1040,City,Trip Completed,2016-12-07 04:54:00,2016-12-07 06:07:00,2016-12-07
1041,City,Trip Completed,2016-07-14 07:17:09,2016-07-14 08:15:45,2016-07-14
1042,City,Trip Completed,2016-07-15 00:06:56,2016-07-15 01:10:34,2016-07-15
1043,City,Trip Completed,2016-07-15 17:30:09,2016-07-15 18:32:51,2016-07-15
1044,City,Trip Completed,2016-11-07 02:47:00,2016-11-07 03:23:00,2016-11-07
1045,Airport,Trip Completed,2016-11-07 06:58:00,2016-11-07 07:47:00,2016-11-07
1046,City,Trip Completed,2016-11-07 18:39:00,2016-11-07 19:19:00,2016-11-07
1047,Airport,Trip Completed,2016-11-07 21:13:00,2016-11-07 22:29:00,2016-11-07
1048,City,Trip Completed,2016-12-07 08:57:00,2016-12-07 09:52:00,2016-12-07
1049,Airport,Trip Completed,2016-12-07 11:38:00,2016-12-07 12:41:00,2016-12-07
1050,City,Trip Completed,2016-07-13 10:28:01,2016-07-13 11:04:59,2016-07-13
1051,Airport,Trip Completed,2016-07-13 17:32:20,2016-07-13 18:27:42,2016-07-13
1052,Airport,Trip Completed,2016-07-13 22:00:50,2016-07-13 22:37:59,2016-07-13
1053,City,Trip Completed,2016-07-14 10:13:30,2016-07-14 10:52:16,2016-07-14
1054,Airport,Trip Completed,2016-07-14 11:02:21,2016-07-14 11:46:14,2016-07-14
1055,City,Trip Completed,2016-07-14 19:29:16,2016-07-14 20:13:18,2016-07-14
1056,City,Trip Completed,2016-07-14 23:21:57,2016-07-15 00:24:00,2016-07-14
1057,Airport,Trip Completed,2016-07-15 16:53:17,2016-07-15 18:08:57,2016-07-15
1058,Airport,Trip Completed,2016-11-07 09:24:00,2016-11-07 10:04:00,2016-11-07
1059,City,Trip Completed,2016-11-07 18:17:00,2016-11-07 18:58:00,2016-11-07
1060,Airport,Trip Completed,2016-12-07 01:30:00,2016-12-07 02:42:00,2016-12-07
1061,City,Trip Completed,2016-12-07 11:16:00,2016-12-07 12:17:00,2016-12-07
1062,Airport,Trip Completed,2016-07-13 10:03:58,2016-07-13 10:46:44,2016-07-13
1063,City,Trip Completed,2016-07-13 16:52:29,2016-07-13 17:21:31,2016-07-13
1064,City,Trip Completed,2016-07-14 09:04:43,2016-07-14 10:09:11,2016-07-14
1065,Airport,Trip Completed,2016-07-14 22:10:37,2016-07-14 22:51:25,2016-07-14
1066,City,Trip Completed,2016-07-15 05:53:20,2016-07-15 06:25:29,2016-07-15
1067,Airport,Trip Completed,2016-07-15 15:06:46,2016-07-15 16:12:22,2016-07-15
1068,Airport,Trip Completed,2016-07-15 19:54:08,2016-07-15 20:36:23,2016-07-15
1069,Airport,Trip Completed,2016-11-07 14:17:00,2016-11-07 14:55:00,2016-11-07
1070,Airport,Trip Completed,2016-11-07 20:32:00,2016-11-07 21:20:00,2016-11-07
1071,Airport,Trip Completed,2016-07-13 06:48:57,2016-07-13 07:47:08,2016-07-13
1072,City,Trip Completed,2016-07-13 15:55:17,2016-07-13 16:45:19,2016-07-13
1073,Airport,Trip Completed,2016-07-14 00:56:22,2016-07-14 01:22:47,2016-07-14
1074,City,Trip Completed,2016-07-15 00:58:19,2016-07-15 02:16:07,2016-07-15
1075,City,Trip Completed,2016-07-15 07:50:12,2016-07-15 08:45:09,2016-07-15
1076,Airport,Trip Completed,2016-11-07 05:48:00,2016-11-07 06:28:00,2016-11-07
1077,City,Trip Completed,2016-12-07 07:54:00,2016-12-07 08:48:00,2016-12-07
1078,City,Trip Completed,2016-12-07 18:47:00,2016-12-07 19:49:00,2016-12-07
1079,City,Trip Completed,2016-07-13 18:59:56,2016-07-13 19:59:30,2016-07-13
1080,City,Trip Completed,2016-07-13 23:18:14,2016-07-13 23:46:18,2016-07-13
1081,City,Trip Completed,2016-07-14 08:21:49,2016-07-14 09:08:49,2016-07-14
1082,Airport,Trip Completed,2016-07-14 20:03:46,2016-07-14 21:08:12,2016-07-14
1083,Airport,Trip Completed,2016-07-15 05:32:12,2016-07-15 06:05:55,2016-07-15
1084,Airport,Trip Completed,2016-07-15 08:52:58,2016-07-15 09:29:41,2016-07-15
1085,Airport,Trip Completed,2016-07-15 13:48:53,2016-07-15 14:19:12,2016-07-15
1086,Airport,Trip Completed,2016-07-15 22:47:31,2016-07-16 00:01:05,2016-07-15
1087,City,Trip Completed,2016-11-07 05:45:00,2016-11-07 06:39:00,2016-11-07
1088,Airport,Trip Completed,2016-11-07 23:06:00,2016-12-07 00:07:00,2016-11-07
1089,City,Trip Completed,2016-12-07 05:16:00,2016-12-07 06:04:00,2016-12-07
1090,Airport,Trip Completed,2016-07-13 06:27:11,2016-07-13 07:15:24,2016-07-13
1091,City,Trip Completed,2016-07-13 22:58:36,2016-07-13 23:51:51,2016-07-13
1092,City,Trip Completed,2016-07-14 11:47:32,2016-07-14 12:20:33,2016-07-14
1093,Airport,Trip Completed,2016-07-14 19:41:45,2016-07-14 21:02:52,2016-07-14
1094,Airport,Trip Completed,2016-07-15 21:11:01,2016-07-15 22:02:20,2016-07-15
1095,Airport,Trip Completed,2016-07-15 23:57:32,2016-07-16 01:09:24,2016-07-15
1096,City,Trip Completed,2016-12-07 05:22:00,2016-12-07 06:22:00,2016-12-07
1097,City,Trip Completed,2016-12-07 09:40:00,2016-12-07 10:11:00,2016-12-07
1098,Airport,Trip Completed,2016-12-07 16:44:00,2016-12-07 17:33:00,2016-12-07
1099,City,Trip Completed,2016-12-07 20:04:00,2016-12-07 20:40:00,2016-12-07
1100,Airport,Trip Completed,2016-07-13 06:00:19,2016-07-13 06:40:37,2016-07-13
1101,City,Trip Completed,2016-07-13 11:06:44,2016-07-13 11:51:09,2016-07-13
1102,Airport,Trip Completed,2016-07-13 21:38:18,2016-07-13 22:28:35,2016-07-13
1103,City,Trip Completed,2016-07-14 06:49:43,2016-07-14 07:44:15,2016-07-14
1104,City,Trip Completed,2016-07-14 22:11:41,2016-07-14 23:12:36,2016-07-14
1105,City,Trip Completed,2016-07-15 09:56:43,2016-07-15 10:29:00,2016-07-15
1106,City,Trip Completed,2016-07-15 13:27:33,2016-07-15 14:32:29,2016-07-15
1107,Airport,Trip Completed,2016-11-07 12:58:00,2016-11-07 14:07:00,2016-11-07
1108,City,Trip Completed,2016-11-07 15:52:00,2016-11-07 16:27:00,2016-11-07
1109,City,Trip Completed,2016-12-07 11:33:00,2016-12-07 12:04:00,2016-12-07
1110,Airport,Trip Completed,2016-07-13 07:08:16,2016-07-13 07:42:11,2016-07-13
1111,Airport,Trip Completed,2016-07-13 10:27:47,2016-07-13 11:19:30,2016-07-13
1112,Airport,Trip Completed,2016-07-14 07:25:12,2016-07-14 08:08:40,2016-07-14
1113,Airport,Trip Completed,2016-07-14 13:48:48,2016-07-14 14:41:09,2016-07-14
1114,City,Trip Completed,2016-07-14 19:07:33,2016-07-14 19:59:54,2016-07-14
1115,City,Trip Completed,2016-07-15 10:08:04,2016-07-15 10:32:39,2016-07-15
1116,Airport,Trip Completed,2016-11-07 05:01:00,2016-11-07 06:04:00,2016-11-07
1117,City,Trip Completed,2016-11-07 06:15:00,2016-11-07 06:57:00,2016-11-07
1118,Airport,Trip Completed,2016-12-07 09:29:00,2016-12-07 10:38:00,2016-12-07
1119,Airport,Trip Completed,2016-12-07 13:39:00,2016-12-07 14:19:00,2016-12-07
1120,Airport,Trip Completed,2016-07-13 09:57:52,2016-07-13 10:48:18,2016-07-13
1121,Airport,Trip Completed,2016-07-13 14:19:59,2016-07-13 14:58:52,2016-07-13
1122,City,Trip Completed,2016-07-13 21:55:01,2016-07-13 22:54:33,2016-07-13
1123,City,Trip Completed,2016-07-14 17:26:14,2016-07-14 17:59:47,2016-07-14
1124,City,Trip Completed,2016-07-15 10:23:18,2016-07-15 11:33:59,2016-07-15
1125,Airport,Trip Completed,2016-07-15 17:58:28,2016-07-15 18:57:00,2016-07-15
1126,City,Trip Completed,2016-07-13 22:42:16,2016-07-13 23:43:32,2016-07-13
1127,Airport,Trip Completed,2016-07-14 01:56:01,2016-07-14 03:07:14,2016-07-14
1128,City,Trip Completed,2016-07-14 13:01:57,2016-07-14 13:54:26,2016-07-14
1129,Airport,Trip Completed,2016-07-15 16:23:13,2016-07-15 17:33:03,2016-07-15
1130,City,Trip Completed,2016-11-07 06:45:00,2016-11-07 07:54:00,2016-11-07
1131,Airport,Trip Completed,2016-11-07 19:55:00,2016-11-07 20:44:00,2016-11-07
1132,City,Trip Completed,2016-11-07 22:54:00,2016-11-07 23:45:00,2016-11-07
1133,City,Trip Completed,2016-12-07 08:42:00,2016-12-07 09:39:00,2016-12-07
1134,City,Trip Completed,2016-12-07 15:44:00,2016-12-07 16:30:00,2016-12-07
1135,Airport,Trip Completed,2016-07-13 07:38:41,2016-07-13 08:19:23,2016-07-13
1136,City,Trip Completed,2016-07-13 11:32:01,2016-07-13 12:15:03,2016-07-13
1137,Airport,Trip Completed,2016-07-13 12:58:15,2016-07-13 13:54:49,2016-07-13
1138,Airport,Trip Completed,2016-07-13 20:59:37,2016-07-13 21:37:51,2016-07-13
1139,City,Trip Completed,2016-07-14 06:03:18,2016-07-14 06:57:26,2016-07-14
1140,Airport,Trip Completed,2016-07-14 19:52:09,2016-07-14 20:49:12,2016-07-14
1141,City,Trip Completed,2016-07-15 09:48:14,2016-07-15 10:46:16,2016-07-15
1142,Airport,Trip Completed,2016-07-15 18:16:59,2016-07-15 19:23:29,2016-07-15
1143,City,Trip Completed,2016-07-15 20:29:43,2016-07-15 21:15:32,2016-07-15
1144,City,Trip Completed,2016-11-07 01:08:00,2016-11-07 01:58:00,2016-11-07
1145,City,Trip Completed,2016-12-07 10:36:00,2016-12-07 11:53:00,2016-12-07
1146,City,Trip Completed,2016-07-13 08:03:34,2016-07-13 09:11:31,2016-07-13
1147,City,Trip Completed,2016-07-13 16:27:50,2016-07-13 17:43:04,2016-07-13
1148,City,Trip Completed,2016-07-13 19:13:47,2016-07-13 20:21:51,2016-07-13
1149,City,Trip Completed,2016-07-14 03:06:29,2016-07-14 04:03:44,2016-07-14
1150,City,Trip Completed,2016-07-14 07:13:49,2016-07-14 07:50:21,2016-07-14
1151,City,Trip Completed,2016-07-14 15:18:12,2016-07-14 16:23:40,2016-07-14
1152,City,Trip Completed,2016-07-15 10:12:18,2016-07-15 11:01:40,2016-07-15
1153,City,Trip Completed,2016-11-07 21:01:00,2016-11-07 22:11:00,2016-11-07
1154,Airport,Trip Completed,2016-12-07 02:48:00,2016-12-07 03:48:00,2016-12-07
1155,City,Trip Completed,2016-12-07 06:40:00,2016-12-07 07:42:00,2016-12-07
1156,City,Trip Completed,2016-07-13 01:12:24,2016-07-13 02:20:13,2016-07-13
1157,City,Trip Completed,2016-07-13 07:13:58,2016-07-13 08:10:12,2016-07-13
1158,Airport,Trip Completed,2016-07-14 17:34:19,2016-07-14 18:25:16,2016-07-14
1159,City,Trip Completed,2016-07-15 22:20:23,2016-07-15 23:21:03,2016-07-15
1160,Airport,Trip Completed,2016-11-07 05:13:00,2016-11-07 06:14:00,2016-11-07
1161,City,Trip Completed,2016-11-07 11:36:00,2016-11-07 12:17:00,2016-11-07
1162,Airport,Trip Completed,2016-11-07 15:00:00,2016-11-07 16:03:00,2016-11-07
1163,Airport,Trip Completed,2016-11-07 17:38:00,2016-11-07 18:16:00,2016-11-07
1164,City,Trip Completed,2016-12-07 15:06:00,2016-12-07 16:10:00,2016-12-07
1165,Airport,Trip Completed,2016-07-13 01:04:42,2016-07-13 01:52:45,2016-07-13
1166,City,Trip Completed,2016-07-13 15:59:29,2016-07-13 16:58:03,2016-07-13
1167,City,Trip Completed,2016-07-13 19:07:39,2016-07-13 20:00:18,2016-07-13
1168,City,Trip Completed,2016-07-14 18:36:12,2016-07-14 19:46:51,2016-07-14
1169,City,Trip Completed,2016-07-15 04:45:24,2016-07-15 05:52:14,2016-07-15
1170,City,Trip Completed,2016-07-15 14:29:35,2016-07-15 15:24:34,2016-07-15
1171,Airport,Trip Completed,2016-07-15 23:12:34,2016-07-16 00:04:20,2016-07-15
1172,Airport,Trip Completed,2016-11-07 19:20:00,2016-11-07 20:20:00,2016-11-07
1173,City,Trip Completed,2016-12-07 04:52:00,2016-12-07 05:41:00,2016-12-07
1174,City,Trip Completed,2016-12-07 21:05:00,2016-12-07 21:30:00,2016-12-07
1175,Airport,Trip Completed,2016-07-13 07:43:26,2016-07-13 08:53:01,2016-07-13
1176,Airport,Trip Completed,2016-07-14 13:13:14,2016-07-14 13:43:14,2016-07-14
1177,Airport,Trip Completed,2016-07-14 17:23:33,2016-07-14 18:36:07,2016-07-14
1178,Airport,Trip Completed,2016-07-15 10:06:21,2016-07-15 10:41:40,2016-07-15
1179,Airport,Trip Completed,2016-11-07 09:55:00,2016-11-07 10:58:00,2016-11-07
1180,City,Trip Completed,2016-12-07 00:07:00,2016-12-07 00:50:00,2016-12-07
1181,Airport,Trip Completed,2016-12-07 20:55:00,2016-12-07 22:03:00,2016-12-07
1182,City,Trip Completed,2016-07-13 06:47:53,2016-07-13 07:58:34,2016-07-13
1183,Airport,Trip Completed,2016-07-13 18:55:13,2016-07-13 20:07:29,2016-07-13
1184,City,Trip Completed,2016-07-14 23:43:29,2016-07-15 00:33:38,2016-07-14
1185,City,Trip Completed,2016-11-07 03:22:00,2016-11-07 04:35:00,2016-11-07
1186,City,Trip Completed,2016-11-07 06:54:00,2016-11-07 07:50:00,2016-11-07
1187,City,Trip Completed,2016-11-07 19:14:00,2016-11-07 19:46:00,2016-11-07
1188,City,Trip Completed,2016-12-07 19:35:00,2016-12-07 20:13:00,2016-12-07
1189,Airport,Trip Completed,2016-07-13 18:29:45,2016-07-13 19:37:39,2016-07-13
1190,Airport,Trip Completed,2016-07-14 11:45:40,2016-07-14 12:52:26,2016-07-14
1191,City,Trip Completed,2016-07-14 21:00:35,2016-07-14 22:05:19,2016-07-14
1192,Airport,Trip Completed,2016-07-15 05:39:41,2016-07-15 06:52:07,2016-07-15
1193,Airport,Trip Completed,2016-11-07 12:19:00,2016-11-07 13:28:00,2016-11-07
1194,City,Trip Completed,2016-11-07 16:29:00,2016-11-07 17:35:00,2016-11-07
1195,Airport,Trip Completed,2016-11-07 19:08:00,2016-11-07 19:40:00,2016-11-07
1196,City,Trip Completed,2016-12-07 12:51:00,2016-12-07 14:01:00,2016-12-07
1197,City,Trip Completed,2016-12-07 18:23:00,2016-12-07 19:01:00,2016-12-07
1198,Airport,Trip Completed,2016-12-07 21:15:00,2016-12-07 22:01:00,2016-12-07
1199,Airport,Trip Completed,2016-07-13 07:33:22,2016-07-13 08:27:04,2016-07-13
1200,Airport,Trip Completed,2016-07-13 15:42:30,2016-07-13 16:10:35,2016-07-13
1201,City,Trip Completed,2016-07-13 23:18:16,2016-07-13 23:57:04,2016-07-13
1202,City,Trip Completed,2016-07-14 08:38:20,2016-07-14 09:44:43,2016-07-14
1203,Airport,Trip Completed,2016-07-14 18:46:09,2016-07-14 19:52:35,2016-07-14
1204,City,Trip Completed,2016-07-15 09:16:06,2016-07-15 10:34:41,2016-07-15
1205,Airport,Trip Completed,2016-07-15 19:40:26,2016-07-15 20:18:14,2016-07-15
1206,City,Trip Completed,2016-07-15 20:52:48,2016-07-15 21:25:25,2016-07-15
1207,Airport,Trip Completed,2016-11-07 04:53:00,2016-11-07 05:34:00,2016-11-07
1208,City,Trip Completed,2016-11-07 09:53:00,2016-11-07 11:11:00,2016-11-07
1209,City,Trip Completed,2016-11-07 20:17:00,2016-11-07 21:30:00,2016-11-07
1210,Airport,Trip Completed,2016-12-07 08:46:00,2016-12-07 09:56:00,2016-12-07
1211,City,Trip Completed,2016-12-07 17:21:00,2016-12-07 18:27:00,2016-12-07
1212,Airport,Trip Completed,2016-07-13 10:11:48,2016-07-13 11:06:30,2016-07-13
1213,Airport,Trip Completed,2016-07-13 14:25:14,2016-07-13 15:15:11,2016-07-13
1214,City,Trip Completed,2016-07-13 19:11:20,2016-07-13 20:32:31,2016-07-13
1215,Airport,Trip Completed,2016-07-13 22:37:48,2016-07-13 23:13:03,2016-07-13
1216,City,Trip Completed,2016-07-14 09:23:37,2016-07-14 10:19:52,2016-07-14
1217,Airport,Trip Completed,2016-07-14 13:50:06,2016-07-14 14:36:31,2016-07-14
1218,City,Trip Completed,2016-07-14 20:37:58,2016-07-14 21:38:02,2016-07-14
1219,City,Trip Completed,2016-07-15 18:46:41,2016-07-15 19:52:54,2016-07-15
1220,Airport,Trip Completed,2016-07-15 21:00:35,2016-07-15 21:40:52,2016-07-15
1221,City,Trip Completed,2016-11-07 09:40:00,2016-11-07 10:48:00,2016-11-07
1222,Airport,Trip Completed,2016-11-07 12:27:00,2016-11-07 13:39:00,2016-11-07
1223,City,Trip Completed,2016-11-07 21:24:00,2016-11-07 22:14:00,2016-11-07
1224,Airport,Trip Completed,2016-12-07 09:48:00,2016-12-07 10:58:00,2016-12-07
1225,Airport,Trip Completed,2016-12-07 19:59:00,2016-12-07 20:58:00,2016-12-07
1226,Airport,Trip Completed,2016-07-13 11:42:51,2016-07-13 12:50:23,2016-07-13
1227,City,Trip Completed,2016-07-13 19:13:25,2016-07-13 19:58:54,2016-07-13
1228,City,Trip Completed,2016-07-15 12:46:16,2016-07-15 13:25:19,2016-07-15
1229,City,Trip Completed,2016-07-15 22:35:23,2016-07-15 23:03:53,2016-07-15
1230,City,Trip Completed,2016-11-07 18:09:00,2016-11-07 18:49:00,2016-11-07
1231,Airport,Trip Completed,2016-11-07 19:14:00,2016-11-07 20:06:00,2016-11-07
1232,Airport,Trip Completed,2016-12-07 07:05:00,2016-12-07 08:17:00,2016-12-07
1233,City,Trip Completed,2016-12-07 20:06:00,2016-12-07 21:09:00,2016-12-07
1234,Airport,Trip Completed,2016-07-13 06:46:54,2016-07-13 08:04:32,2016-07-13
1235,Airport,Trip Completed,2016-07-13 10:38:37,2016-07-13 11:15:05,2016-07-13
1236,City,Trip Completed,2016-07-14 05:38:07,2016-07-14 06:44:04,2016-07-14
1237,City,Trip Completed,2016-07-14 08:32:04,2016-07-14 09:21:26,2016-07-14
1238,Airport,Trip Completed,2016-07-14 14:13:45,2016-07-14 15:12:03,2016-07-14
1239,City,Trip Completed,2016-07-14 19:09:39,2016-07-14 20:20:11,2016-07-14
1240,Airport,Trip Completed,2016-07-15 08:41:47,2016-07-15 09:11:50,2016-07-15
1241,Airport,Trip Completed,2016-07-15 22:25:17,2016-07-15 23:43:26,2016-07-15
1242,City,Trip Completed,2016-11-07 07:57:00,2016-11-07 08:55:00,2016-11-07
1243,Airport,Trip Completed,2016-11-07 19:14:00,2016-11-07 20:01:00,2016-11-07
1244,Airport,Trip Completed,2016-12-07 06:28:00,2016-12-07 07:41:00,2016-12-07
1245,Airport,Trip Completed,2016-12-07 11:43:00,2016-12-07 12:08:00,2016-12-07
1246,Airport,Trip Completed,2016-07-13 16:11:34,2016-07-13 17:07:29,2016-07-13
1247,Airport,Trip Completed,2016-07-14 20:45:13,2016-07-14 21:30:32,2016-07-14
1248,City,Trip Completed,2016-07-15 05:44:27,2016-07-15 06:28:13,2016-07-15
1249,Airport,Trip Completed,2016-07-15 07:06:23,2016-07-15 07:47:08,2016-07-15
1250,City,Trip Completed,2016-07-15 21:33:21,2016-07-15 22:22:03,2016-07-15
1251,City,Trip Completed,2016-11-07 05:12:00,2016-11-07 06:14:00,2016-11-07
1252,Airport,Trip Completed,2016-11-07 09:27:00,2016-11-07 10:44:00,2016-11-07
1253,City,Trip Completed,2016-11-07 12:55:00,2016-11-07 13:46:00,2016-11-07
1254,Airport,Trip Completed,2016-11-07 18:54:00,2016-11-07 20:05:00,2016-11-07
1255,Airport,Trip Completed,2016-11-07 22:42:00,2016-11-07 23:07:00,2016-11-07
1256,City,Trip Completed,2016-12-07 07:37:00,2016-12-07 08:13:00,2016-12-07
1257,Airport,Trip Completed,2016-12-07 11:26:00,2016-12-07 12:27:00,2016-12-07
1258,City,Trip Completed,2016-07-13 14:24:58,2016-07-13 15:19:21,2016-07-13
1259,Airport,Trip Completed,2016-07-14 06:33:45,2016-07-14 07:10:54,2016-07-14
